,player_id,pretty_name,date_of_birth,position,foot,height_in_cm,market_value_in_gbp,highest_market_value_in_gbp
0,38790,Dmitri Golubov,1985-06-24,Attack,Both,178,,675000.0
1,106539,Aleksandr Vasiljev,1992-01-23,Attack,Right,182,,225000.0
2,164389,Rory Donnelly,1992-02-18,Attack,Right,188,113000.0,225000.0
3,45247,Damien Perquis,1986-03-08,Goalkeeper,Right,186,,900000.0
4,97205,Nikita Bezlikhotnov,1990-08-19,Attack,Right,179,,675000.0
5,14962,Jesper Bech,1982-05-25,Midfield,Left,177,,1130000.0
6,202836,Yaffa Yusupha,1996-12-31,Attack,,0,,90000.0
7,40027,Ruben Nygaard,1986-05-25,Attack,Right,175,,180000.0
8,62065,Dennis Hoegh,1989-02-21,Midfield,Right,184,,225000.0
9,203899,Stijn Derkx,1995-02-03,Attack,Right,182,,45000.0
10,48897,Ade Runsewe,1989-12-01,Attack,Right,176,,315000.0
11,23367,Alessio Sestu,1983-09-29,Attack,Right,177,,720000.0
12,107958,Nicola Bellomo,1991-02-18,Midfield,Right,174,,1620000.0
13,103110,Frederik Hammershoj,1987-06-15,Midfield,Left,0,,135000.0
14,45185,Tomasz Kupisz,1990-01-02,Midfield,Right,180,,900000.0
15,334723,Nicolas Napol,1996-04-03,Attack,Right,186,,68000.0
16,176130,Lorenzo Rosseti,1994-08-05,Attack,Right,182,,1080000.0
17,47769,Bjarni Vidarsson,1988-03-05,Midfield,Both,187,,900000.0
18,20726,Rolando Bianchi,1983-02-15,Attack,Right,188,,11700000.0
19,287631,Pierluigi Cappelluzzo,1996-06-09,Attack,Left,186,,270000.0
20,16117,Nicola Pozzi,1986-06-30,Attack,Right,182,,4320000.0
21,7499,Lionel Scaloni,1978-05-16,Defender,Right,182,,5400000.0
22,88542,Ruben Botta,1990-01-31,Midfield,Left,177,,4500000.0
23,20913,Giuseppe Biava,1977-05-08,Defender,Right,180,,2250000.0
24,7102,Giorgio Frezzolini,1976-01-21,Goalkeeper,Right,186,,360000.0
25,22185,Vlada Avramov,1979-04-05,Goalkeeper,Right,187,,450000.0
26,76902,Fernandinho,1985-11-25,Attack,Left,173,,1800000.0
27,291278,Davide Merelli,1996-03-04,Goalkeeper,Left,188,,180000.0
28,7611,Javier Saviola,1981-12-11,Attack,Right,168,,18000000.0
29,73048,Ivan Martic,1990-10-02,Defender,Right,183,,720000.0
30,17171,Alessandro Agostini,1979-07-23,Defender,Left,177,,1800000.0
31,299944,Alimeyaw Salifu,1995-08-20,Midfield,Right,180,,45000.0
32,55472,Rafael Marques,1983-09-21,Defender,Right,187,,1620000.0
33,37633,Guillermo Rodriguez,1984-03-21,Defender,Left,185,,2610000.0
34,337135,Alessandro Salvetti,1997-04-05,Goalkeeper,,0,,90000.0
35,5976,Roberto Guana,1981-01-21,Midfield,Right,178,,3780000.0
36,287686,Filippo Boni,1995-06-29,Defender,Left,190,,90000.0
37,34909,Simone Bentivoglio,1985-05-29,Midfield,Right,184,,2700000.0
38,238953,Lorenzo Ferrari,1996-03-09,Goalkeeper,Right,195,,68000.0
39,173860,Myles Anderson,1990-01-09,Defender,Left,183,,68000.0
40,245092,Grega Sorcan,1996-03-05,Goalkeeper,Right,188,,450000.0
41,29208,Davide Succi,1981-10-11,Attack,Right,182,,1980000.0
42,160188,Marcao,1992-03-06,Goalkeeper,Right,195,,45000.0
43,28851,Manuel Coppola,1982-05-11,Midfield,Right,172,,900000.0
44,29604,Riccardo Cazzola,1985-10-08,Midfield,Right,189,,900000.0
45,200653,David Forgacs,1995-09-29,Defender,Left,179,,113000.0
46,8206,Emmanuel Cascione,1983-09-22,Midfield,Right,187,,1350000.0
47,287688,Janis Cavagna,1995-03-12,Midfield,Right,178,,113000.0
48,70203,Ze Eduardo,1991-08-16,Midfield,Right,186,,900000.0
49,314369,Matteo Gasperi,1997-07-17,Midfield,Right,184,,90000.0
50,24305,Giuseppe De Feudis,1983-07-10,Midfield,Right,170,,1800000.0
51,28817,Gabriele Perico,1984-03-11,Defender,Right,183,,810000.0
52,13749,Gaby Mudingayi,1981-10-01,Midfield,Right,180,,5400000.0
53,221815,Constantin Nica,1993-03-18,Defender,Both,186,,1350000.0
54,6012,Stefano Lucchini,1980-10-02,Defender,Right,186,,3870000.0
55,30332,Daniele Capelli,1986-06-20,Defender,Both,186,,2430000.0
56,54921,Massimo Volta,1987-05-14,Defender,Right,184,,1620000.0
57,288563,Alberto Iglio,1996-04-20,Goalkeeper,Left,186,,68000.0
58,290418,Riccardo Gaiola,1996-04-01,Midfield,Right,183,,113000.0
59,197830,Josh Sheehan,1995-03-30,Midfield,Right,184,180000.0,180000.0
60,119256,Charlton Vicento,1991-01-19,Attack,Left,181,,765000.0
61,265207,Maxim Deckers,1994-01-24,Midfield,Left,180,,68000.0
62,38602,Nico Pulzetti,1984-02-13,Midfield,Right,176,,2250000.0
63,282073,Renan Zanelli,1992-05-18,Midfield,,180,,90000.0
64,39198,Didier Ya Konan,1984-05-22,Attack,,0,,8100000.0
65,152517,Ricardo Ippel,1990-08-31,Midfield,Right,178,,315000.0
66,140799,Jonas Heymans,1993-02-06,Defender,Left,182,,450000.0
67,2334,Marcel Ndjeng,1982-05-06,Midfield,Right,180,,1350000.0
68,4415,Tim Cornelisse,1978-04-03,Defender,Right,185,,1580000.0
69,40028,Martin Pedersen,1986-03-26,Goalkeeper,Right,187,,68000.0
70,37525,Rasmus Hansen,1986-04-12,Midfield,Left,183,,765000.0
71,193882,Jaison Mcgrath,1996-02-08,Attack,,0,,23000.0
72,12807,Jason Scotland,1979-02-18,Attack,,175,,1800000.0
73,58813,Mickael Antoine Curier,1983-05-03,Attack,Right,189,,675000.0
74,141344,Lee Lynch,1991-11-27,Midfield,Right,179,,158000.0
75,98063,Jon Routledge,1989-11-23,Midfield,Right,181,,180000.0
76,40436,Ben Sahar,1989-08-10,Attack,Right,180,,1580000.0
77,193585,Nicolas Sumsky,1993-11-13,0,,169,,360000.0
78,279614,Aldin El Zubaidi,1995-03-07,Defender,Right,193,,23000.0
79,193076,Blair Currie,1993-05-25,Goalkeeper,Left,185,,23000.0
80,119191,Mathias Schlie,1988-01-31,Midfield,Right,178,,180000.0
81,3942,Martin Lanig,1984-07-11,Midfield,,0,,3150000.0
82,2050,Nelson Valdez,1983-11-28,Attack,Right,179,,4500000.0
83,598,Timo Hildebrand,1979-04-05,Goalkeeper,,0,,9000000.0
84,288570,Davide Mordini,1996-08-03,Defender,Left,177,,135000.0
85,49385,Adem Guven,1985-10-11,Attack,Right,184,,450000.0
86,2767,Alexander Madlung,1982-07-11,Defender,,0,,4050000.0
87,368618,Emil Sogaard,1996-11-30,Defender,,0,,225000.0
88,260160,Ari Mohr Jonsson,1994-07-22,Defender,Right,183,,135000.0
89,46004,Thorbjorn Holst Rasmussen,1987-03-21,Defender,Left,187,,630000.0
90,48858,Sune Kiilerich,1990-12-18,Defender,Right,198,,270000.0
91,22495,Jesper Mikkelsen,1980-06-26,Defender,Left,181,,360000.0
92,95753,Nicolaj Kohlert,1993-01-21,Midfield,Both,182,,225000.0
93,50765,Mahmut Temur,1989-10-08,Midfield,Both,178,,315000.0
94,58749,Serkan Yanik,1987-04-02,Defender,Right,176,,450000.0
95,345068,Abdullah Karakoc,,Defender,,0,,90000.0
96,29356,Dwight Tiendalli,1985-10-21,Defender,Right,176,,2250000.0
97,173584,Raheem Hanley,1994-02-24,Defender,Left,175,,68000.0
98,73569,Cem Sultan,1991-02-27,Attack,Left,180,,225000.0
99,89648,David Cornell,1991-03-28,Goalkeeper,Right,186,180000.0,450000.0
100,3114,Jan Schlaudraff,1983-07-18,Attack,,0,,4050000.0
101,108198,Sebastian Ernst,1995-03-04,Midfield,Left,179,,1350000.0
102,155379,Yannik Schulze,1995-02-05,Midfield,Right,186,,90000.0
103,155377,Fabian Pietler,1994-01-07,Midfield,Right,176,,90000.0
104,16888,Federico Agliardi,1983-02-11,Goalkeeper,Left,191,,990000.0
105,31090,Alex Neil,1981-06-09,Midfield,Right,176,,450000.0
106,110885,Florian Ballas,1993-01-08,Defender,Both,196,,900000.0
107,5966,Marius Stankevicius,1981-07-15,Defender,Right,190,,2700000.0
108,2306,Markus Miller,1982-04-08,Goalkeeper,Right,189,,3150000.0
109,93764,Malick Seck,1990-02-09,Attack,Right,184,,90000.0
110,2950,Robert Almer,1984-03-20,Goalkeeper,Left,194,,900000.0
111,53399,Adamo Coulibaly,1981-08-14,Attack,Right,187,,675000.0
112,37852,Deme Ndiaye,1985-02-06,Attack,Right,185,,900000.0
113,45259,Alharbi El Jadeyaoui,1986-08-08,Attack,Right,177,,900000.0
114,193051,Niklas Teichgraber,1996-02-07,Defender,Left,178,,113000.0
115,241109,Aristote Madiani,1995-08-22,Midfield,Left,185,,360000.0
116,170963,Patrick Fradj,1992-03-11,Defender,Right,179,,225000.0
117,332142,Quentin Lecoeuche,1994-02-04,Defender,Left,172,,630000.0
118,123140,Niek Vossebelt,1991-08-08,Midfield,Right,185,,360000.0
119,322351,Abdoul Ba,1994-02-08,Defender,Left,202,,540000.0
120,77745,Lalaina Nomenjanahary,1986-01-06,Midfield,Left,177,,720000.0
121,33447,Ahmed Kantari,1985-06-28,Defender,Left,185,,2250000.0
122,182962,Boubacar Sylla,1991-04-17,Defender,Left,177,,135000.0
123,288239,Paulo Pinho,1997-02-11,Goalkeeper,,184,,
124,148358,Oliver Korch,1994-06-18,Goalkeeper,,188,,135000.0
125,111527,Mathieu Duhamel,1984-07-12,Attack,Right,183,,1800000.0
126,5639,Jose Saez,1982-05-07,Midfield,Right,170,,2480000.0
127,57208,Felipe Saad,1983-09-11,Defender,Left,187,,1080000.0
128,15125,Kasper Jensen,1982-10-07,Goalkeeper,,0,,405000.0
129,111867,Takafumi Akahoshi,1986-05-27,Midfield,Right,175,,630000.0
130,49899,William,1982-10-20,Defender,Both,181,,585000.0
131,69011,Pavel Stepanets,1987-05-27,Defender,Right,183,,540000.0
132,148484,Artem Leonov,1994-06-28,Goalkeeper,Right,190,,225000.0
133,258689,Valeriy Alshanskiy,1995-06-20,Attack,Right,181,,248000.0
134,123300,Samuel Atrous,1990-02-15,Goalkeeper,Right,190,,225000.0
135,277506,Rinat Timokhin,1988-02-28,Attack,Right,182,,135000.0
136,55692,Leonid Boev,1986-01-19,Attack,Right,183,,225000.0
137,52475,Artur Maloyan,1989-02-04,Attack,Right,178,,540000.0
138,72175,Aleksey Bazanov,1986-01-24,Attack,Right,182,,450000.0
139,282382,Roman Salimov,1995-03-24,Attack,Right,171,,180000.0
140,34160,Jean Jacques Pierre,1981-01-23,Defender,Right,180,,2250000.0
141,58415,Sergey Maslov,1990-09-03,Attack,Right,177,,540000.0
142,47571,Florin Costea,1985-05-16,Attack,Right,186,,3600000.0
143,27019,Vladimir Korytko,1979-07-06,Midfield,Right,180,,1800000.0
144,180020,Pavel Sergeev,1993-06-20,Midfield,Right,175,,158000.0
145,117847,Sergey Ignatjev,1986-12-09,Midfield,Left,180,,450000.0
146,217036,Aleksandr Zakarlyuka,1995-06-24,Midfield,Right,178,,180000.0
147,51912,Aleksandr Makarenko,1986-02-04,Midfield,Right,173,,495000.0
148,349917,Aleksandr Chibirov,1992-02-28,Defender,Right,185,,203000.0
149,89812,Maksim Votinov,1988-08-29,Attack,Left,191,,585000.0
150,260298,Dmitri Starodub,1995-05-19,Defender,Right,179,,180000.0
151,262711,Evgeni Alferov,1995-01-31,Defender,Left,178,,90000.0
152,170611,Evgeni Ezhov,1995-02-11,Defender,Left,178,,90000.0
153,119478,Dmitri Nikitinskiy,1992-02-09,Defender,Right,180,,180000.0
154,332134,Valentin Belon,1995-06-13,Goalkeeper,Right,180,,900000.0
155,288172,Artur Farion,1995-01-27,Defender,Right,184,,45000.0
156,365476,Nikita Sorokin,1991-04-07,Defender,Right,187,,45000.0
157,104865,Yuri Medvedev,1990-01-03,Defender,Right,190,,
158,214258,Andrey Naletov,1996-03-31,Defender,Right,179,,23000.0
159,61389,Ivan Lozenkov,1984-04-14,Defender,Left,182,,270000.0
160,347610,Aleksandr Leykin,1987-04-15,Goalkeeper,Right,185,,
161,148498,Aleksey Skornyakov,1993-03-16,Goalkeeper,Right,191,,135000.0
162,25651,Aleksandr Filimonov,1973-10-15,Goalkeeper,Right,193,,90000.0
163,72877,Maksim Klikin,1981-04-30,Goalkeeper,Left,190,,90000.0
164,55360,Sergey Kotov,1982-03-17,Goalkeeper,Right,186,,270000.0
165,154612,Aleksandr Kryuchkov,1985-07-20,Defender,Right,175,,90000.0
166,129038,Andrey Vasiljev,1992-02-11,Defender,Right,184,,360000.0
167,104642,Aleksandr Subbotin,1991-10-20,Attack,Right,179,,315000.0
168,70295,Igor Picusceac,1983-03-27,Attack,Right,184,,720000.0
169,24237,Martin Jakubko,1980-01-26,Attack,Right,193,,1620000.0
170,181223,Nikita Permyakov,1994-03-15,Defender,Right,172,,
171,25918,Zahari Sirakov,1977-10-08,Defender,Right,182,,1080000.0
172,104643,Evgeniy Tyukalov,1992-08-07,Midfield,Right,179,,315000.0
173,53742,Damian Zbozien,1989-04-25,Defender,Right,186,,540000.0
174,153735,Marko Simonovski,1992-01-02,Attack,Right,185,,450000.0
175,60191,Maksim Lepskiy,1985-12-07,Attack,Left,176,,270000.0
176,195064,Lucas Scholl,1996-07-05,Midfield,Right,180,,158000.0
177,214635,Claudio Morra,1995-01-22,Attack,Right,185,,360000.0
178,7337,Alan Tate,1982-09-02,Defender,Right,185,,900000.0
179,23345,Barreto,1985-07-12,Attack,Right,171,,7200000.0
180,74306,Andre Alves,1983-10-15,Attack,Right,181,,1170000.0
181,13849,Anestis Agritis,1981-04-16,Attack,,0,,1800000.0
182,2805,Christian Pander,1983-08-28,Defender,,0,,5850000.0
183,213911,Antonio Loi,1996-08-25,Midfield,Right,171,,90000.0
184,191831,Georgios Lazaridis,1992-05-09,Attack,Right,181,,90000.0
185,56889,Francesco Della Rocca,1987-09-14,Midfield,Left,182,,3150000.0
186,55385,Granddi Ngoyi,1988-05-17,Midfield,Right,186,,1130000.0
187,333655,Giannis Liouras,1994-01-24,Attack,Right,178,,90000.0
188,336776,Georgios Gardikiotis,1994-05-23,Attack,Right,0,,90000.0
189,167501,Fabio Tavares,1988-03-26,Attack,Right,187,,270000.0
190,55878,Sergio Leal,1982-09-25,Attack,Right,181,,1350000.0
191,295851,Stelios Makridis,1991-09-09,Attack,Left,182,,180000.0
192,95730,Borja Sanchez,1987-02-14,Midfield,Right,179,,270000.0
193,89762,Angel Rojas,1985-04-10,Midfield,Right,173,,450000.0
194,129983,Alexandros Perogamvrakis,1988-01-20,Attack,Right,176,,540000.0
195,20124,Horacio Cardozo,1979-11-29,Midfield,Both,173,,1620000.0
196,68440,Panagiotis Vlachos,1990-03-16,Defender,Right,175,,225000.0
197,128363,Angelos Zouboulakis,1989-05-23,Defender,Right,177,,315000.0
198,51951,Petros Kanakoudis,1984-04-16,Defender,Left,180,,675000.0
199,284547,Nikolaos Mentis,1995-10-14,Defender,Right,185,,90000.0
200,26815,Georgios Paraskevaidis,1982-10-09,Defender,Right,178,,360000.0
201,284486,Grigoris Chandrinos,1995-02-10,0,Right,180,,90000.0
202,77640,Akaki Khubutia,1986-03-17,Defender,Left,193,,720000.0
203,236822,Herron Berrian,1994-07-31,Attack,Right,169,,180000.0
204,55959,Sebastian Nayar,1988-05-10,Midfield,Right,188,,630000.0
205,218470,Cassio,1990-08-20,Attack,Right,173,,360000.0
206,15461,Jaime Gavilan,1985-05-12,Attack,Left,178,,3600000.0
207,83696,Georgios Machlelis,1991-05-10,Midfield,Right,183,,360000.0
208,94932,David Torres,1986-06-16,Attack,Left,183,,630000.0
209,193957,Nikiforos Tsontakis,1994-04-12,Defender,Right,178,,180000.0
210,336638,Emiljano Shehu,1998-06-10,Defender,Right,192,,68000.0
211,336637,Antonis Efthymakis,1998-03-17,Goalkeeper,Right,190,,45000.0
212,182689,Rafail Soukias,1994-03-09,0,Right,182,,90000.0
213,247247,Andrea Accardi,1995-07-30,Defender,Right,179,,180000.0
214,200521,Asael Ben Shabat,1988-05-09,Defender,Right,184,,360000.0
215,70574,Milan Milanovic,1991-03-31,Defender,Both,194,,585000.0
216,260063,Panagiotis Sampanidis,1993-08-09,Goalkeeper,Right,194,,90000.0
217,265590,Danilo Ortiz,1992-05-28,Defender,Right,188,,720000.0
218,42425,Nikola Beljic,1983-05-14,Attack,Right,175,,720000.0
219,269861,Rennan Oliveira,1991-08-01,Midfield,Right,176,,225000.0
220,241475,Davide Monteleone,1995-09-25,Defender,Right,186,,135000.0
221,328966,Christos Paschalakis,1995-02-01,Attack,Left,182,,90000.0
222,6087,Christian Obodo,1984-05-11,Midfield,Right,180,,6080000.0
223,130963,Rudy,1989-01-05,Midfield,Right,189,,1170000.0
224,21924,Antonio Ghomsi,1986-04-22,Defender,Left,179,,810000.0
225,87463,Marcelo Larrondo,1988-08-16,Attack,Right,191,,2880000.0
226,76598,Matias Cabrera,1986-05-16,Midfield,Right,176,,1350000.0
227,63899,Josef Husbauer,1990-03-16,Midfield,Right,182,,3150000.0
228,158043,Daniele Giorico,1992-01-01,Midfield,Right,178,,540000.0
229,20730,Daniele Conti,1979-01-09,Midfield,Right,178,,4500000.0
230,35733,Francesco Pisano,1986-04-29,Defender,Right,171,,2700000.0
231,35075,Jakub Wawrzyniak,1983-07-07,Defender,Left,188,,2069999.0
232,235921,Werther Carboni,1996-04-04,Goalkeeper,Right,185,,180000.0
233,342017,Zacharias Marathianos,1994-03-20,Attack,Right,0,,135000.0
234,206573,Manolis Rovithis,1992-09-16,Attack,Right,181,,180000.0
235,252437,Konstantinos Apostolopoulos,1993-07-08,Attack,Right,173,,315000.0
236,57924,Carlos Calvo,1985-09-18,Midfield,Right,174,,1440000.0
237,12895,Nikolaos Anastasopoulos,1979-08-05,Goalkeeper,Right,190,,720000.0
238,163689,Irakli Shekiladze,1992-05-07,Attack,Left,181,,203000.0
239,28841,Davide Moro,1982-01-02,Midfield,Right,176,,3600000.0
240,287640,Andrea Gemignani,1996-02-13,Defender,Both,173,,225000.0
241,261041,Alessio Agrifogli,1996-02-28,Defender,Left,181,,113000.0
242,235923,Mattia Muroni,1996-04-06,Midfield,Right,176,,270000.0
243,324472,Diego Borghini,1997-03-04,Defender,Right,189,,180000.0
244,240365,Michele Somma,1995-03-16,Defender,Right,182,,720000.0
245,6020,Francesco Tavano,1979-03-02,Attack,Right,173,,7650000.0
246,193955,Stefanos Martsakis,1990-05-24,Attack,Right,173,,180000.0
247,290087,Matteo Biggeri,1996-04-25,Goalkeeper,Right,187,,135000.0
248,28868,Tiberio Guarente,1985-11-01,Midfield,Left,182,,4950000.0
249,206568,Nikolaos Moustakis,1990-05-04,Defender,Right,179,,180000.0
250,251260,Panagiotis Manidakis,1995-06-22,Midfield,Left,169,,135000.0
251,99923,Simone Benedetti,1992-04-03,Defender,Right,190,,1350000.0
252,24859,Michalis Fragoulakis,1983-07-15,Midfield,Left,177,,720000.0
253,358651,Kevi Hysi,1995-06-18,Midfield,Right,0,,90000.0
254,36007,Zeljko Kalajdzic,1978-05-11,Midfield,Both,176,,450000.0
255,68407,Giannis Georgopoulos,1992-05-10,Midfield,Right,170,,225000.0
256,177321,Abdul Razak,1992-11-11,Midfield,Right,179,113000.0,900000.0
257,24337,Cleyton,1983-03-08,Midfield,Both,175,,2520000.0
258,178682,Konstantinos Kritikos,1991-10-21,Defender,Both,186,,90000.0
259,10183,Dani Fernandez,1983-01-20,Defender,Right,181,,1350000.0
260,358650,Georgios Touglis,1996-02-04,Defender,Left,0,,90000.0
261,355698,Giannis Aslanidis,1995-07-25,Defender,Left,169,,45000.0
262,127693,Stelios Tsoukanis,1990-02-27,Defender,Left,181,,315000.0
263,113797,Matteo Bachini,1995-05-24,Defender,Right,188,,180000.0
264,5315,Abdoulaye Meite,1980-10-06,Defender,Right,185,,4500000.0
265,231786,Georgios Giagiozis,1995-04-03,Goalkeeper,Right,185,,135000.0
266,232149,Michalis Agrimakis,1992-07-29,Goalkeeper,Right,187,,225000.0
267,16394,Iosif Daskalakis,1982-08-07,Goalkeeper,Right,189,,1130000.0
268,3753,Georgios Theodoridis,1980-07-03,Midfield,,0,,1170000.0
269,26876,Mirnes Sisic,1981-08-08,Attack,Right,191,,1170000.0
270,44294,Romano Perticone,1986-08-13,Defender,Right,183,,1350000.0
271,282679,Jordi Vidal,1991-02-07,Attack,Left,170,,135000.0
272,17976,Anthony Scaramozzino,1985-04-30,Defender,Left,180,,585000.0
273,96824,Dimitrios Vlastellis,1982-08-10,Attack,Left,169,,180000.0
274,138789,Theodosis Kyprou,1992-02-24,Attack,Right,183,,225000.0
275,18397,Salim Arrache,1982-07-14,Attack,Left,187,,1800000.0
276,41788,Ljubomir Stevanovic,1986-08-08,Midfield,Left,172,,360000.0
277,56816,Marcelo Goianira,1980-07-06,Midfield,Right,179,,450000.0
278,35328,Georgios Chorianopoulos,1979-01-15,Defender,Both,179,,315000.0
279,310565,Angelos Giazitzoglou,1995-10-06,Defender,Right,0,,90000.0
280,47431,Michalis Kripintiris,1981-03-08,Defender,Right,183,,360000.0
281,75521,Marcos Barrera,1984-03-02,Defender,Left,184,,270000.0
282,248333,Simone Rosso,1995-11-10,Attack,Right,180,,270000.0
283,82367,Petar Sliskovic,1991-02-21,Attack,Right,193,,540000.0
284,319399,Manolis Roussakis,1996-02-15,Defender,Right,190,,270000.0
285,241074,Giovanni Graziano,1995-11-07,Midfield,Right,187,,180000.0
286,21769,Salvatore Masiello,1982-01-31,Defender,Left,175,,1710000.0
287,79276,Konstantinos Banousis,1988-01-23,Midfield,Right,183,,360000.0
288,340289,Alessandro Dalmasso,1996-05-07,Defender,Right,184,,68000.0
289,198973,Davide Cinaglia,1994-04-10,Defender,Right,183,,180000.0
290,53534,Julian Koch,1990-11-11,Midfield,Right,184,,1580000.0
291,238966,Nicholas Lentini,1996-08-20,Goalkeeper,,0,,68000.0
292,93552,Benedikt Saller,1992-09-22,Defender,Right,179,,900000.0
293,339560, Alpha Bdul Razak,1990-09-20,0,Right,170,,90000.0
294,153184,Fabian Kalig,1993-03-28,Defender,Right,180,,630000.0
295,153198,Damian Rossbach,1993-02-27,Defender,Left,187,,540000.0
296,291398,Federico Caronte,1997-05-26,Defender,Right,0,,90000.0
297,1139,Nikolce Noveski,1979-04-28,Defender,,0,,2700000.0
298,164500,Alexandros Kalogeris,1986-05-14,Midfield,Left,183,,360000.0
299,98101,Marko Vesovic,1991-08-28,Defender,Right,180,,2250000.0
300,10254,Daniel Fernandes,1983-09-25,Goalkeeper,Right,195,,1800000.0
301,235648,Jacques Alberto Ngwem,1992-08-03,Midfield,Right,186,,270000.0
302,95272,Robert Kurez,1991-07-20,Attack,Right,180,,270000.0
303,76195,Marcos Bambam,1991-03-19,Attack,Right,175,,315000.0
304,203150,Ignacio Jeraldino,1995-12-06,Attack,Right,182,,2250000.0
305,76406,Abdelkader Ghezzal,1984-12-05,Attack,Right,183,,3150000.0
306,336087,Konstantinos Christou,1996-03-15,Attack,Right,0,,68000.0
307,257485,Giannis Nakos,1993-02-23,Attack,Right,183,,90000.0
308,309144,Georgios Tsoflios,1995-08-11,Attack,Right,184,,90000.0
309,288018,Apostolos Garyfallopoulos,1995-06-06,Attack,Right,188,,90000.0
310,191855,Alexandros Smyrlis,1993-02-07,Attack,Right,179,,180000.0
311,182687,Alexandros Mouzakitis,1994-08-04,Attack,Right,169,,225000.0
312,184262,Dimitrios Voutsiotis,1994-03-07,Midfield,Both,171,,90000.0
313,9602,Maarten Martens,1984-07-02,Midfield,Left,176,,5850000.0
314,19286,Nikolaos Spyropoulos,1983-10-10,Defender,Left,174,,4500000.0
315,340700,Ivan Prtajin,1996-05-14,Attack,Right,189,,360000.0
316,7373,Albert Riera,1982-04-15,Attack,Left,188,,14400000.0
317,69801,Mauricio Carrasco,1987-09-24,Attack,Right,173,,720000.0
318,286215,Luca Bezzo,1996-03-15,Midfield,Left,179,,45000.0
319,220686,Antonio Vutov,1996-06-06,Midfield,Left,183,,900000.0
320,172338,Masahudu Alhassan,1992-12-01,Defender,Left,176,,1800000.0
321,286217,Joan Bonilla,1996-02-12,Defender,Right,175,,68000.0
322,205179,Jadson,1993-08-30,Midfield,Right,171,,2250000.0
323,43082,Nicola Belmonte,1987-04-15,Defender,Right,183,,1130000.0
324,7682,Ariel Ibagaza,1976-10-27,Midfield,Right,166,,8100000.0
325,187786,Vasilios Bouzas,1993-06-30,Midfield,Right,173,,360000.0
326,267546,Jorgo Meksi,1995-03-21,Defender,Right,172,,270000.0
327,136641,Dimitrios Diamantakos,1993-03-05,Attack,Left,182,,1350000.0
328,121357,Xenofon Panos,1989-08-25,Defender,Right,177,,315000.0
329,242615,Thomas Gialamidis,1996-02-03,Defender,Right,187,,113000.0
330,232875,Christos Cholevas,1991-10-05,Defender,Right,187,,90000.0
331,67704,Nikolaos Pantidos,1991-04-19,Defender,Right,186,,450000.0
332,58013,Apono,1984-02-13,Midfield,Right,174,,4500000.0
333,239749,Manolis Kalogerakis,1992-03-12,Goalkeeper,Left,185,,180000.0
334,54794,Facundo Parra,1985-06-15,Attack,Right,188,,1800000.0
335,82550,Juan Sanchez Sotelo,1987-10-02,Attack,Right,180,,675000.0
336,281040,Apostolos Tsiolis,1996-12-10,Attack,Right,176,,90000.0
337,175787,Cristian Lobato,1989-03-07,Attack,Left,174,,1800000.0
338,331204,Polydoros Gezos,1994-09-03,Defender,Right,180,,180000.0
339,281024,Manolis Gogonas,1996-02-09,Midfield,Right,178,,90000.0
340,261061,Lazaros Velissaris,1996-05-17,Midfield,Left,181,,90000.0
341,60604,Eric Tie Bi,1990-07-20,Midfield,Right,181,,900000.0
342,124025,Ziguy Badibanga,1991-11-26,Attack,Right,172,,1350000.0
343,287647,Solomon Nyantakyi,1996-03-25,Midfield,,0,,45000.0
344,341133,Ismael Taider,1997-08-01,Midfield,Both,181,,45000.0
345,191850,Kosmas Gezos,1992-08-15,Defender,Right,182,,270000.0
346,222905,Badara Sarr,1994-02-11,Midfield,Right,182,,90000.0
347,22594,Daniele Galloppa,1985-05-15,Midfield,Left,181,,6300000.0
348,287747,Lorenzo Capezzani,1996-02-20,Midfield,Right,181,,45000.0
349,285928,Giovanni Tortora,1996-07-02,Midfield,,0,,45000.0
350,33448,Cristian Rodriguez,1985-09-30,Midfield,Left,176,,8100000.0
351,37124,Mcdonald Mariga,1987-04-04,Midfield,Right,183,,7200000.0
352,285916,Ivan Santagiuliana,1996-01-12,Defender,Right,181,,45000.0
353,287636,Mirko Esposito,1996-04-08,Defender,Right,172,,225000.0
354,256689,Luca Pipoli,1996-02-05,Defender,Left,180,,45000.0
355,28022,Alessandro Lucarelli,1977-07-22,Defender,Left,182,,3150000.0
356,242257,Davide Zuccolini,1995-02-09,Defender,,0,,45000.0
357,56817,Fabiano Santacroce,1986-08-24,Defender,Right,181,,5400000.0
358,287653,Diego Rossetto,1996-01-19,Goalkeeper,Left,191,,45000.0
359,341134,Riccardo Bertozzi,1996-02-12,Goalkeeper,Right,186,,45000.0
360,57565,Vladimir Djilas,1983-03-03,Attack,Right,190,,810000.0
361,263065,Marijan Coric,1995-02-06,Goalkeeper,Right,204,,90000.0
362,5283,Eric Abidal,1979-09-11,Defender,Left,186,,18000000.0
363,160139,Jorge Benitez,1992-09-02,Attack,Right,182,,2930000.0
364,318355,Leonidas Kastritseas,1996-03-17,Defender,Left,190,,90000.0
365,46040,Dimitrios Giantsis,1988-03-04,Attack,Right,172,,675000.0
366,110320,Fabian Bordagaray,1987-02-15,Attack,Right,173,,1440000.0
367,88057,Gonzalo Bustamante,1985-12-11,Midfield,Right,170,,293000.0
368,143850,Georgios Katidis,1993-02-12,Midfield,Right,175,,900000.0
